rbd;nom_lycee;commune;region;program_code;numero_unique;nom_programme_reconstruit;niveau;enseignement;type_formation;cod_espe;specialite_si_applicable;secteur_specialite_si_applicable;jornada;genre_programme;dependance;dependance_agregee;ruralite;convenio_pie;pace;paiement_matricula;paiement_mensualite;orientation_religieuse;orientation_religieuse_autre_detail;matricula_total_lycee;matricula_media_hc_jovenes;matricula_media_tp_jovenes;lycee_offre_hc_jovenes;lycee_offre_tp_jovenes;lycee_codes_specialites_annuaire;lycee_nb_specialites_annuaire;etat_etablissement;etablissement_avec_matricula;capacite_totale_programme;sieges_admission_total;sieges_reguliers;sieges_priority_student;sieges_integration;candidats_annee_precedente;ratio_demande_capacite_annee_precedente;lat_lycee;lon_lycee
12853;COLEGIO PARTICULAR SAN NICOLAS;CALAMA;ANTOF;131000000133;12853_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;$50.001 A $100.000;Catholique;;915;266;0;Oui;Non;;0;Fonctionne;Avec matrícula;65;7;5;2;0;80;1.2308;-22,437811;-68,91227
20478;COLEGIO TÉCNICO INDUSTRIAL DON BOSCO - CALAMA;CALAMA;ANTOF;131000000133;20478_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Sans information;Sans information;Sans information;;1116;494;489;Oui;Oui;52013|53014|54018;3;Fonctionne;Avec matrícula;168;93;93;0;0;372;2.2143;-22,445271;-68,939529
254;FUNDACION EDUCACIONAL COLEGIO NUESTRA SEÑORA DE AYQUINA;CALAMA;ANTOF;131000000113;254_131000000113;1º medio — Général H-C — Filles — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Filles;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;895;248;0;Oui;Non;;0;Fonctionne;Avec matrícula;88;17;17;0;0;17;0.1932;-22,461519;-68,927673
256;INSTITUTO OBISPO SILVA LEZAETA;CALAMA;ANTOF;131000000133;256_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;$10.001 A $25.000;$50.001 A $100.000;Catholique;;1791;614;0;Oui;Non;;0;Fonctionne;Avec matrícula;176;17;17;0;0;107;0.6080;-22,46957;-68,926529
12836;LICEO BICENTENARIO COLEGIO RÍO LOA;CALAMA;ANTOF;131000000133;12836_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1236;0;343;Non;Oui;52010|53014|61003;3;Fonctionne;Avec matrícula;90;21;21;0;0;121;1.3444;-22,458561;-68,947968
12980;LICEO BICENTENARIO DIEGO PORTALES PALAZUELOS;CALAMA;ANTOF;131000000133;12980_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;852;291;0;Oui;Non;;0;Fonctionne;Avec matrícula;70;4;4;0;0;180;2.5714;-22,47016;-68,929382
217;LICEO BICENTENARIO LUIS CRUZ MARTINEZ;CALAMA;ANTOF;131000000133;217_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1082;1082;0;Oui;Non;;0;Fonctionne;Avec matrícula;280;273;231;42;0;598;2.1357;-22,455099;-68,926651
219;LICEO BICENTENARIO POLITECNICO CESAREO AGUIRRE GOYENECHEA;CALAMA;ANTOF;131000000133;219_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;1172;0;1172;Non;Oui;52009|52010|52013|53014|63011;5;Fonctionne;Avec matrícula;336;312;261;51;0;264;0.7857;-22,458759;-68,920486
10967;LICEO ELEUTERIO RAMIREZ MOLINA;CALAMA;ANTOF;131000000133;10967_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;599;388;211;Oui;Oui;41005|55023;2;Fonctionne;Avec matrícula;152;148;125;23;0;311;2.0461;-22,458389;-68,924637
218;LICEO FRANCISCO DE AGUIRRE;CALAMA;ANTOF;131000000133;218_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;632;550;58;Oui;Oui;64001;1;Fonctionne;Avec matrícula;216;201;175;26;0;82;0.3796;-22,45826;-68,931236
220;LICEO MINERO AMÉRICA;CALAMA;ANTOF;131000000133;220_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;LAICO;1015;0;1015;Non;Oui;53015|54018|54019|56027;4;Fonctionne;Avec matrícula;264;252;212;40;0;486;1.8409;-22,43762;-68,924553
12961;LICEO RADOMIRO TOMIC ROMERO;CALAMA;ANTOF;131000000133;12961_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;252;252;0;Oui;Non;;0;Fonctionne;Avec matrícula;70;66;55;11;0;32;0.4571;-22,44895;-68,927322
10970;LICEO TECNICO PROFESIONAL JORGE ALESSANDRI RODRIGUEZ;CALAMA;ANTOF;131000000133;10970_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1082;0;1082;Non;Oui;41002|41005|58034;3;Fonctionne;Avec matrícula;320;303;255;48;0;296;0.9250;-22,44628;-68,928108
211;LICEO H.C. T.P. MARIA ELENA;MARÍA ELENA;ANTOF;131000000133;211_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;SE IMPARTE RELIGIÓN CATÓLICA Y EVANGÉLICA;313;222;91;Oui;Oui;52010|56027;2;Fonctionne;Avec matrícula;90;90;76;14;0;58;0.6444;-22,346689;-69,667122
367;COMPLEJO EDUCATIVO JUAN JOSE LATORRE BENAVENT;MEJILLONES;ANTOF;131000000133;367_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;1726;679;265;Oui;Oui;52013|53014;2;Fonctionne;Avec matrícula;315;220;218;2;0;109;0.3460;-23,10523;-70,440666
268;ESC. BASICA RURAL SAN ANTONIO DE PADUA;OLLAGÜE;ANTOF;131000000133;268_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Rural;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;50;12;0;Oui;Non;;0;Fonctionne;Avec matrícula;9;7;5;2;0;1;0.1111;-21,223881;-68,25251
270;COMPLEJO EDUCACIONAL TOCONAO;SAN PEDRO DE ATACAMA;ANTOF;131000000133;270_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Rural;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;403;111;0;Oui;Non;;0;Fonctionne;Avec matrícula;40;10;10;0;0;4;0.1000;-23,19017;-68,006432
12842;LICEO BICENTENARIO AGROPECUARIO LIKAN ANTAI;SAN PEDRO DE ATACAMA;ANTOF;131000000133;12842_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;VALORICA - ETICA;676;119;327;Oui;Oui;41005|53014|63009|72007;4;Fonctionne;Avec matrícula;117;0;0;0;0;3;0.0256;-22,91293;-68,191277
371;COMPLEJO EDUCATIVO CARACOLES;SIERRA GORDA;ANTOF;131000000133;371_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Catholique;;164;56;0;Oui;Non;;0;Fonctionne;Avec matrícula;18;6;6;0;0;3;0.1667;-22,890829;-69,32029
373;LICEO JUAN CORTES-MONROY CORTES;TALTAL;ANTOF;131000000133;373_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;442;379;0;Oui;Non;;0;Fonctionne;Avec matrícula;111;71;71;0;0;32;0.2883;-25,40683;-70,484734
372;LICEO POLITECNICO JOSE MIGUEL QUIROZ;TALTAL;ANTOF;131000000133;372_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;490;0;423;Non;Oui;41005|52013|64001;3;Fonctionne;Avec matrícula;105;64;64;0;0;43;0.4095;-25,40234;-70,474457
208;COLEGIO BICENTENARIO SAGRADA FAMILIA;TOCOPILLA;ANTOF;131000000133;208_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1236;500;0;Oui;Non;;0;Fonctionne;Avec matrícula;126;43;43;0;0;124;0.9841;-22,09469;-70,204918
199;LICEO DOMINGO LATRILLE LASTAUNOU;TOCOPILLA;ANTOF;131000000133;199_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;657;462;45;Oui;Oui;56027;1;Fonctionne;Avec matrícula;175;150;134;16;0;99;0.5657;-22,088579;-70,194794
200;LICEO POLITÉCNICO BICENTENARIO DE EXCELENCIA DIEGO PORTALES PALAZUELOS;TOCOPILLA;ANTOF;131000000133;200_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;728;383;345;Oui;Oui;41005|52013|53014|54019|64001;5;Fonctionne;Avec matrícula;190;170;141;29;0;268;1.4105;-22,0851;-70,195702
5265;COLEGIO ADVENTISTA DE ANGOL;ANGOL;ARAUC;131000000133;5265_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Autre;ADVENTISTA;593;175;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;4;4;0;0;32;0.7111;-37,812302;-72,6856
19952;COLEGIO ANGOL;ANGOL;ARAUC;131000000133;19952_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Autre;VALÓRICA;1079;307;0;Oui;Non;;0;Fonctionne;Avec matrícula;78;0;0;0;0;79;1.0128;-37,802799;-72,694389
5264;COLEGIO SAN FRANCISCO DE ASIS DE ANGOL;ANGOL;ARAUC;131000000133;5264_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;1135;358;0;Oui;Non;;0;Fonctionne;Avec matrícula;120;43;43;0;0;15;0.1250;-37,795109;-72,715118
5267;ESCUELA AGRICOLA EL VERGEL;ANGOL;ARAUC;131000000133;5267_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Rural;Avec PIE;Sans PACE;Gratuit;Gratuit;Évangélique;;107;0;107;Non;Oui;72007;1;Fonctionne;Avec matrícula;45;44;37;7;0;23;0.5111;-37,82893;-72,65641
20068;ESCUELA PARTICULAR SAINT GEORGE;ANGOL;ARAUC;131000000131;20068_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;$50.001 A $100.000;$50.001 A $100.000;Catholique;;596;176;0;Oui;Non;;0;Fonctionne;Avec matrícula;54;2;2;0;0;17;0.3148;-37,792919;-72,711143
5219;LICEO BICENTENARIO POLITECNICO JUANITA FERNANDEZ;ANGOL;ARAUC;131000000133;5219_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;$1.000 A $10.000;Gratuit;Laïque;;806;0;806;Non;Oui;51006|53015|55023|58035|64001|64008;6;Fonctionne;Avec matrícula;240;226;190;36;0;196;0.8167;-37,803631;-72,696617
5216;LICEO COMERCIAL ARMANDO BRAVO BRAVO;ANGOL;ARAUC;131000000133;5216_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;435;0;435;Non;Oui;41002|41005|58033|61003|63011;5;Fonctionne;Avec matrícula;140;136;115;21;0;90;0.6429;-37,797901;-72,711449
5218;LICEO ENRIQUE BALLACEY COTTEREAU;ANGOL;ARAUC;131000000133;5218_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;921;841;0;Oui;Non;;0;Fonctionne;Avec matrícula;160;114;113;1;0;175;1.0938;-37,800629;-72,702187
5215;LICEO INDUSTRIAL B-5 ANGOL;ANGOL;ARAUC;131000000133;5215_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Avec PACE;Gratuit;Gratuit;Laïque;;582;306;276;Oui;Oui;52010|52013|53014;3;Fonctionne;Avec matrícula;164;130;105;25;0;154;0.9390;-37,80619;-72,701576
19972;MOZART SCHOOL;ANGOL;ARAUC;131000000133;19972_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;626;196;0;Oui;Non;;0;Fonctionne;Avec matrícula;60;31;31;0;0;31;0.5167;-37,79715;-72,706047
19954;COLEGIO ESPECIAL DE TRASTORNOS DE LA COMUNICACION ORAL Nº 34, DOCKSTA;CARAHUE;ARAUC;131000000133;19954_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Autre;CREYENTE CRISTIANO;412;108;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;30;30;0;0;11;0.2444;-38,713982;-73,163483
6500;COMPLEJO EDUCACIONAL DARÍO SALAS;CARAHUE;ARAUC;131000000133;6500_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1143;469;0;Oui;Non;;0;Fonctionne;Avec matrícula;120;12;12;0;0;83;0.6917;-38,709;-73,140831
20248;LICEO MUNICIPAL TROVOLHUE;CARAHUE;ARAUC;131000000133;20248_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;198;178;0;Oui;Non;;0;Fonctionne;Avec matrícula;64;48;48;0;0;29;0.4531;-38,648319;-73,293732
19925;LICEO PARTICULAR COMERCIAL CARAHUE;CARAHUE;ARAUC;131000000133;19925_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;281;0;272;Non;Oui;41002|41005;2;Fonctionne;Avec matrícula;135;129;112;17;0;87;0.6444;-38,711891;-73,162773
6497;LICEO PUBLICO BICENTENARIO DE EXCELENCIA CLAUDIO ARRAU LEON;CARAHUE;ARAUC;131000000133;6497_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;823;527;245;Oui;Oui;52010|64001|71005;3;Fonctionne;Avec matrícula;210;192;176;16;0;162;0.7714;-38,71265;-73,159981
6650;COLEGIO ANGLICANO WILLIAM WILSON;CHOLCHOL;ARAUC;131000000133;6650_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Évangélique;;487;136;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;21;21;0;0;14;0.3111;-38,602428;-72,846977
6641;LICEO AGRICOLA CHOL CHOL;CHOLCHOL;ARAUC;131000000133;6641_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;150;0;103;Non;Oui;72007;1;Fonctionne;Avec matrícula;45;24;24;0;0;8;0.1778;-38,600399;-72,849129
6586;LICEO BICENTENARIO JAMES MUNDELL;CHOLCHOL;ARAUC;131000000133;6586_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;VALORICA-FORMATIVA;658;149;79;Oui;Oui;41005|63009;2;Fonctionne;Avec matrícula;70;10;10;0;0;10;0.1429;-38,60598;-72,843498
6643;LICEO INTERCULTURAL TÉCNICO PROFESIONAL GUACOLDA;CHOLCHOL;ARAUC;131000000133;6643_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Catholique;;374;0;374;Non;Oui;41005|61003|64001|64008;4;Fonctionne;Avec matrícula;105;77;61;16;0;71;0.6762;-38,604229;-72,842438
6649;LICEO SAN FRANCISCO DE ASIS DE CHOL CHOL;CHOLCHOL;ARAUC;131000000133;6649_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;354;84;0;Oui;Non;;0;Fonctionne;Avec matrícula;45;17;17;0;0;6;0.1333;-38,603359;-72,846893
5315;COLEGIO PARTIC. WOLFGANG AMADEUS MOZART;COLLIPULLI;ARAUC;131000000133;5315_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1414;567;0;Oui;Non;;0;Fonctionne;Avec matrícula;160;65;65;0;0;75;0.4688;-37,952049;-72,444237
5282;COMPLEJO EDUCACIONAL COLLIPULLI;COLLIPULLI;ARAUC;131000000133;5282_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;968;599;301;Oui;Oui;52009|61003|64001|64008;4;Fonctionne;Avec matrícula;255;241;202;39;0;231;0.9059;-37,954651;-72,439133
5959;LICEO ARTURO VALENZUELA;CUNCO;ARAUC;131000000133;5959_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Catholique;;456;88;89;Oui;Oui;51009|72007;2;Fonctionne;Avec matrícula;45;19;19;0;0;10;0.2222;-38,988998;-72,246277
5992;LICEO BICENTENARIO DE EXCELENCIA JUAN BOSCO;CUNCO;ARAUC;131000000133;5992_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;266;86;180;Oui;Oui;41005|51009|52009;3;Fonctionne;Avec matrícula;90;84;70;14;0;65;0.7222;-38,93219;-72,028961
12368;LICEO BICENTENARIO DE EXCELENCIA POLITÉCNICO SANTA CRUZ;CUNCO;ARAUC;131000000133;12368_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;811;139;227;Oui;Oui;61003|64008;2;Fonctionne;Avec matrícula;105;52;52;0;0;92;0.8762;-38,93338;-72,028908
5957;LICEO MUNICIPAL ATENEA;CUNCO;ARAUC;131000000133;5957_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;LAICO;726;398;0;Oui;Non;;0;Fonctionne;Avec matrícula;120;67;67;0;0;29;0.2417;-38,93259;-72,030823
5344;LICEO LAS ARAUCARIAS;CURACAUTÍN;ARAUC;131000000133;5344_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;1090;583;25;Oui;Oui;63011;1;Fonctionne;Avec matrícula;180;126;126;0;0;76;0.4222;-38,436062;-71,894073
5343;LICEO POLITECNICO C-12 CURACAUTIN;CURACAUTÍN;ARAUC;131000000133;5343_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Avec PACE;Gratuit;Gratuit;Laïque;;381;227;154;Oui;Oui;52009|52013|61003;3;Fonctionne;Avec matrícula;140;102;81;21;0;112;0.8000;-38,438931;-71,892883
6027;COMPLEJO EDUCACIONAL MONSEÑOR FRCO. VALDES S;CURARREHUE;ARAUC;131000000133;6027_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;314;112;38;Oui;Oui;41005;1;Fonctionne;Avec matrícula;55;37;37;0;0;9;0.1636;-39,354622;-71,588097
42377;LICEO CRISTIANO QUIÑENAHUIN;CURARREHUE;ARAUC;131000000133;42377_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Rural;Sans PIE;Sans PACE;Gratuit;Gratuit;Évangélique;;0;0;0;Non;Non;;0;Fonctionne;Sans matrícula;40;40;34;6;0;40;1.0000;-39,21826;-71,4375538
5374;LICEO ALONSO DE ERCILLA Y ZUÑIGA;ERCILLA;ARAUC;131000000133;5374_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;338;97;0;Oui;Non;;0;Fonctionne;Avec matrícula;36;12;12;0;0;4;0.1111;-38,064232;-72,375603
