rbd;nom_lycee;commune;region;program_code;numero_unique;nom_programme_reconstruit;niveau;enseignement;type_formation;cod_espe;specialite_si_applicable;secteur_specialite_si_applicable;jornada;genre_programme;dependance;dependance_agregee;ruralite;convenio_pie;pace;paiement_matricula;paiement_mensualite;orientation_religieuse;orientation_religieuse_autre_detail;matricula_total_lycee;matricula_media_hc_jovenes;matricula_media_tp_jovenes;lycee_offre_hc_jovenes;lycee_offre_tp_jovenes;lycee_codes_specialites_annuaire;lycee_nb_specialites_annuaire;etat_etablissement;etablissement_avec_matricula;capacite_totale_programme;sieges_admission_total;sieges_reguliers;sieges_priority_student;sieges_integration;candidats_annee_precedente;ratio_demande_capacite_annee_precedente;lat_lycee;lon_lycee;program_latitude;program_longitude;program_geo_source;program_geo_match_level;school_capacity_lat;school_capacity_lon;school_capacity_region_full;school_capacity_province;school_capacity_cupos_totales;school_capacity_vacantes;school_capacity_vacantes_prioritarios;school_capacity_vacantes_regular;coordinate_discrepancy_km
17800;COLEGIO SYDNEY COLLEGE;CHILLÁN;NUBLE;131000000133;17800_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;$1.000 A $10.000;$25.001 A $50.000;Autre;ADVENTISTA DEL SEPTIMO DIA;1055;303;0;Oui;Non;;0;Fonctionne;Avec matrícula;76;2;2;0;0;81;1.0658;-36,625481;-72,078117;-36.62548;-72.07812;school_capacity_with_region_and_province;exact_rbd_program_code;-36.62548;-72.07812;Región de Ñuble;Diguillín;76.0;3.0;0.0;3.0;0
20424;ESCUELA ESPECIAL DE LENGUAJE Y ESCUELA BASICA MY COLLEGE;CHILLÁN;NUBLE;131000000133;20424_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Sans information;Sans information;Sans information;;1150;294;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;33;33;0;0;32;0.3556;-36,631908;-72,035027;-36.63191;-72.03503;school_capacity_with_region_and_province;exact_rbd_program_code;-36.63191;-72.03503;Región de Ñuble;Diguillín;90.0;26.0;0.0;26.0;0
3641;INSTITUTO INDUSTRIAL SUPERIOR DE CHILLÁN;CHILLÁN;NUBLE;131000000133;3641_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;356;0;356;Non;Oui;51009|52009|52010|52013|53014|53015;6;Fonctionne;Avec matrícula;210;206;174;32;0;92;0.4381;-36,599209;-72,107437;-36.59921;-72.10744;school_capacity_with_region_and_province;exact_rbd_program_code;-36.59921;-72.10744;Región de Ñuble;Diguillín;210.0;210.0;32.0;178.0;0
3718;INSTITUTO SANTA MARIA;CHILLÁN;NUBLE;131000000133;3718_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;MAS DE $100.000;Catholique;;1576;469;0;Oui;Non;;0;Fonctionne;Avec matrícula;115;1;1;0;0;88;0.7652;-36,604309;-72,104523;-36.60431;-72.10452;school_capacity_with_region_and_province;exact_rbd_program_code;-36.60431;-72.10452;Región de Ñuble;Diguillín;118.0;0.0;0.0;0.0;0
3640;INSTITUTO SUPERIOR DE COMERCIO PROFESOR FERNANDO PÉREZ BECERRA;CHILLÁN;NUBLE;131000000131;3640_131000000131;1º medio — Général H-C — Mixte — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Mixte;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;727;393;334;Oui;Oui;41002|41005|58033|58034;4;Fonctionne;Avec matrícula;266;250;210;40;0;140;0.5263;-36,60413;-72,109543;-36.60413;-72.10954;school_capacity_with_region_and_province;exact_rbd_program_code;-36.60413;-72.10954;Región de Ñuble;Diguillín;280.0;280.0;42.0;238.0;0
3642;INSTITUTO TÉCNICO MABEL CONDEMARÍN GRIMBERG;CHILLÁN;NUBLE;131000000111;3642_131000000111;1º medio — Général H-C — Filles — jornada mañana;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Mañana;Filles;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Laïque;;374;168;206;Oui;Oui;61003|64001|64008;3;Fonctionne;Avec matrícula;150;141;118;23;0;54;0.3600;-36,605949;-72,104683;-36.60595;-72.10467;school_capacity_with_region_and_province;exact_rbd_program_code;-36.60595;-72.10467;Región de Ñuble;Diguillín;150.0;150.0;23.0;127.0;0.001
3739;LICEO BICENTENARIO DE EXCELENCIA AGRÍCOLA DE CHILLÁN - CATO;CHILLÁN;NUBLE;151052010113;3739_151052010113;1º medio — Spécialité TP — Mecánica Automotriz — Filles — jornada completa;1º medio;Enseñanza Media T-P Industrial Niños y Jóvenes;Spécialité TP;52010;Mecánica Automotriz;Metalmecánica;Completa;Filles;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Autre;CRISTIANA;322;0;322;Non;Oui;52010|72007;2;Fonctionne;Avec matrícula;7;7;5;2;0;3;0.4286;-36,549309;-72,026581;-36.54931;-72.02658;school_capacity_with_region_and_province;exact_rbd_program_code;-36.54931;-72.02658;Región de Ñuble;Diguillín;7.0;7.0;2.0;5.0;0
3739;LICEO BICENTENARIO DE EXCELENCIA AGRÍCOLA DE CHILLÁN - CATO;CHILLÁN;NUBLE;151052010123;3739_151052010123;1º medio — Spécialité TP — Mecánica Automotriz — Garçons — jornada completa;1º medio;Enseñanza Media T-P Industrial Niños y Jóvenes;Spécialité TP;52010;Mecánica Automotriz;Metalmecánica;Completa;Garçons;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Autre;CRISTIANA;322;0;322;Non;Oui;52010|72007;2;Fonctionne;Avec matrícula;38;38;32;6;0;29;0.7632;-36,549309;-72,026581;-36.54931;-72.02658;school_capacity_with_region_and_province;exact_rbd_program_code;-36.54931;-72.02658;Región de Ñuble;Diguillín;38.0;38.0;6.0;32.0;0
3739;LICEO BICENTENARIO DE EXCELENCIA AGRÍCOLA DE CHILLÁN - CATO;CHILLÁN;NUBLE;171072007113;3739_171072007113;1º medio — Spécialité TP — Agropecuaria (con mención) — Filles — jornada completa;1º medio;Enseñanza Media T-P Agrícola Niños y Jóvenes;Spécialité TP;72007;Agropecuaria (con mención);Agropecuario;Completa;Filles;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Autre;CRISTIANA;322;0;322;Non;Oui;52010|72007;2;Fonctionne;Avec matrícula;28;28;23;5;0;27;0.9643;-36,549309;-72,026581;-36.54931;-72.02658;school_capacity_with_region_and_province;exact_rbd_program_code;-36.54931;-72.02658;Región de Ñuble;Diguillín;28.0;28.0;5.0;23.0;0
3739;LICEO BICENTENARIO DE EXCELENCIA AGRÍCOLA DE CHILLÁN - CATO;CHILLÁN;NUBLE;171072007123;3739_171072007123;1º medio — Spécialité TP — Agropecuaria (con mención) — Garçons — jornada completa;1º medio;Enseñanza Media T-P Agrícola Niños y Jóvenes;Spécialité TP;72007;Agropecuaria (con mención);Agropecuario;Completa;Garçons;Corporation d'administration déléguée (DL 3166);Corporation d'administration déléguée (DL 3166);Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Autre;CRISTIANA;322;0;322;Non;Oui;52010|72007;2;Fonctionne;Avec matrícula;62;59;49;10;0;41;0.6613;-36,549309;-72,026581;-36.54931;-72.02658;school_capacity_with_region_and_province;exact_rbd_program_code;-36.54931;-72.02658;Región de Ñuble;Diguillín;62.0;62.0;10.0;52.0;0
3643;LICEO BICENTENARIO DE EXCELENCIA MARTÍN RUIZ DE GAMBOA;CHILLÁN;NUBLE;131000000133;3643_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;75;38;31;Oui;Oui;41005|53014|64001;3;Fonctionne;Avec matrícula;60;58;49;9;0;9;0.1500;-36,61269;-72,114647;-36.61269;-72.11464;school_capacity_with_region_and_province;exact_rbd_program_code;-36.61269;-72.11464;Región de Ñuble;Diguillín;60.0;60.0;9.0;51.0;0.001
3638;LICEO BICENTENARIO MARTA BRUNET CÁRAVES;CHILLÁN;NUBLE;131000000133;3638_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;794;749;0;Oui;Non;;0;Fonctionne;Avec matrícula;252;220;195;25;0;107;0.4246;-36,60717;-72,107338;-36.60717;-72.10734;school_capacity_with_region_and_province;exact_rbd_program_code;-36.60717;-72.10734;Región de Ñuble;Diguillín;252.0;218.0;20.0;198.0;0
3657;LICEO LIBERTADOR BERNARDO O´HIGGINS RIQUELME;CHILLÁN;NUBLE;131000000133;3657_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;CATÓLICA/EVANGÉLICA;345;44;41;Oui;Oui;58034;1;Fonctionne;Avec matrícula;40;15;15;0;0;3;0.0750;-36,627151;-72,09343;-36.62635;-72.09351;school_capacity_with_region_and_province;exact_rbd_program_code;-36.62635;-72.09351;Región de Ñuble;Diguillín;40.0;27.0;0.0;27.0;0.089
3639;LICEO NARCISO TONDREAU;CHILLÁN;NUBLE;131000000133;3639_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;CATÓLICA/EVANGÉLICA;733;284;0;Oui;Non;;0;Fonctionne;Avec matrícula;80;40;40;0;0;53;0.6625;-36,608051;-72,107727;-36.60805;-72.10774;school_capacity_with_region_and_province;exact_rbd_program_code;-36.60805;-72.10774;Región de Ñuble;Diguillín;80.0;23.0;0.0;23.0;0.001
17892;LICEO POLIVALENTE MARTA COLVIN ANDRADE;CHILLÁN;NUBLE;131000000133;17892_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Autre;CATÓLICA-EVANGÉLICA;217;28;32;Oui;Oui;41005|53014;2;Fonctionne;Avec matrícula;30;8;8;0;0;2;0.0667;-36,618111;-72,079063;-36.61811;-72.07906;school_capacity_with_region_and_province;exact_rbd_program_code;-36.61811;-72.07906;Región de Ñuble;Diguillín;30.0;18.0;0.0;18.0;0
3662;LICEO REPÚBLICA DE ITALIA ARTURO BONOMETTI BROGI;CHILLÁN;NUBLE;131000000233;3662_131000000233;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;605;175;0;Oui;Non;;0;Fonctionne;Avec matrícula;60;34;34;0;0;22;0.3667;-36,604012;-72,116791;-36.606898;-72.127733;school_capacity_with_region_and_province;exact_rbd_program_code;-36.606898;-72.127733;Región de Ñuble;Diguillín;60.0;23.0;0.0;23.0;1.028
17903;SEBASTIAN SCHOOL;CHILLÁN;NUBLE;131000000133;17903_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Laïque;;1254;343;0;Oui;Non;;0;Fonctionne;Avec matrícula;90;1;1;0;0;83;0.9222;-36,621029;-72,106644;-36.62103;-72.10663;school_capacity_with_region_and_province;exact_rbd_program_code;-36.62103;-72.10663;Región de Ñuble;Diguillín;87.0;3.0;0.0;3.0;0.001
17735;COLEGIO BICENTENARIO DE EXCELENCIA DARIO SALAS CHILLAN VIEJO;CHILLÁN VIEJO;NUBLE;131000000133;17735_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;1176;442;0;Oui;Non;;0;Fonctionne;Avec matrícula;126;40;40;0;0;20;0.1587;-36,627449;-72,124786;-36.62745;-72.12479;school_capacity_with_region_and_province;exact_rbd_program_code;-36.62745;-72.12479;Región de Ñuble;Diguillín;126.0;42.0;0.0;42.0;0
17838;COLEGIO TECNOLOGICO DARIO SALAS;CHILLÁN VIEJO;NUBLE;131000000133;17838_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;354;0;192;Non;Oui;53014|53015|58035;3;Fonctionne;Avec matrícula;84;61;61;0;0;4;0.0476;-36,61692;-72,131218;-36.61692;-72.13122;school_capacity_with_region_and_province;exact_rbd_program_code;-36.61692;-72.13122;Región de Ñuble;Diguillín;126.0;100.0;0.0;100.0;0
3656;LICEO POLIVALENTE JUAN PACHECO ALTAMIRANO;CHILLÁN VIEJO;NUBLE;131000000133;3656_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;417;118;44;Oui;Oui;61001|64001;2;Fonctionne;Avec matrícula;60;41;41;0;0;10;0.1667;-36,62355;-72,12513;-36.62355;-72.12513;school_capacity_with_region_and_province;exact_rbd_program_code;-36.62355;-72.12513;Región de Ñuble;Diguillín;40.0;7.0;0.0;7.0;0
18099;LICEO TOMAS LAGO;CHILLÁN VIEJO;NUBLE;131000000133;18099_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;291;100;0;Oui;Non;;0;Fonctionne;Avec matrícula;32;12;12;0;0;10;0.3125;-36,632111;-72,136368;-36.63211;-72.13637;school_capacity_with_region_and_province;exact_rbd_program_code;-36.63211;-72.13637;Región de Ñuble;Diguillín;32.0;13.0;0.0;13.0;0
4084;LICEO POLIVALENTE DIEGO MISSENE BURGOS;COBQUECURA;NUBLE;131000000133;4084_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;213;129;45;Oui;Oui;52013|61003|63011;3;Fonctionne;Avec matrícula;70;40;40;0;0;54;0.7714;-36,132309;-72,791428;-36.13231;-72.79143;school_capacity_with_region_and_province;exact_rbd_program_code;-36.13231;-72.79143;Región de Ñuble;Itata;70.0;63.0;11.0;52.0;0
18124;COLEGIO SANTA TERESITA;COELEMU;NUBLE;131000000133;18124_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;$50.001 A $100.000;Laïque;;468;143;0;Oui;Non;;0;Fonctionne;Avec matrícula;37;0;0;0;0;21;0.5676;-36,506241;-72,715218;-36.505935;-72.715036;school_capacity_with_region_and_province;exact_rbd_program_code;-36.505935;-72.715036;Región de Ñuble;Itata;37.0;0.0;0.0;0.0;0.038
4052;ESCUELA GUARILIHUE ALTO;COELEMU;NUBLE;131000000133;4052_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Rural;Avec PIE;Sans PACE;Gratuit;Gratuit;Laïque;;389;130;0;Oui;Non;;0;Fonctionne;Avec matrícula;40;15;15;0;0;27;0.6750;-36,575062;-72,694672;-36.57506;-72.69467;school_capacity_with_region_and_province;exact_rbd_program_code;-36.57506;-72.69467;Región de Ñuble;Itata;40.0;10.0;0.0;10.0;0
4049;LICEO BICENTENARIO DE EXCELENCIA DOMINGO ORTÍZ DE ROZAS;COELEMU;NUBLE;131000000133;4049_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;729;645;68;Oui;Oui;51009|53014|72007;3;Fonctionne;Avec matrícula;210;200;168;32;0;157;0.7476;-36,492241;-72,702423;-36.49224;-72.70242;school_capacity_with_region_and_province;exact_rbd_program_code;-36.49224;-72.70242;Región de Ñuble;Itata;180.0;180.0;27.0;153.0;0
16919;COLEGIO CUMBRES DE COIHUECO;COIHUECO;NUBLE;131000000133;16919_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Sans information;Sans information;Sans information;;466;152;0;Oui;Non;;0;Fonctionne;Avec matrícula;40;0;0;0;0;69;1.7250;-36,628281;-71,827957;-36.62828;-71.82797;school_capacity_with_region_and_province;exact_rbd_program_code;-36.62828;-71.82797;Región de Ñuble;Punilla;41.0;4.0;0.0;4.0;0.001
12046;COLEGIO LORENZO MONDANELLI;COIHUECO;NUBLE;131000000133;12046_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Sans PIE;Sans PACE;Gratuit;Gratuit;Catholique;;481;140;0;Oui;Non;;0;Fonctionne;Avec matrícula;35;1;1;0;0;50;1.4286;-36,628139;-71,830856;-36.62814;-71.83086;school_capacity_with_region_and_province;exact_rbd_program_code;-36.62814;-71.83086;Región de Ñuble;Punilla;38.0;1.0;0.0;1.0;0
17662;LICEO BICENTENARIO CLAUDIO ARRAU LEÓN;COIHUECO;NUBLE;131000000133;17662_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;615;504;98;Oui;Oui;53014|64001;2;Fonctionne;Avec matrícula;172;152;126;26;0;139;0.8081;-36,630539;-71,837532;-36.63053;-71.83753;school_capacity_with_region_and_province;exact_rbd_program_code;-36.63053;-71.83753;Región de Ñuble;Punilla;180.0;180.0;27.0;153.0;0.001
17848;YIRE LICEO POLITECNICO DE COIHUECO;COIHUECO;NUBLE;131000000133;17848_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;$1.000 A $10.000;Gratuit;Autre;ADVENTISTA;466;35;108;Oui;Oui;61001;1;Fonctionne;Avec matrícula;38;9;9;0;0;58;1.5263;-36,63216;-71,841347;-36.63216;-71.84135;school_capacity_with_region_and_province;exact_rbd_program_code;-36.63216;-71.84135;Región de Ñuble;Punilla;38.0;4.0;0.0;4.0;0
3909;LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE JUVENAL HERNÁNDEZ JAQUE;EL CARMEN;NUBLE;131000000133;3909_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Catholique;;813;700;101;Oui;Oui;53014|58034|64001;3;Fonctionne;Avec matrícula;270;252;211;41;0;218;0.8074;-36,898529;-72,031097;-36.89853;-72.03109;school_capacity_with_region_and_province;exact_rbd_program_code;-36.89853;-72.03109;Región de Ñuble;Diguillín;225.0;215.0;34.0;181.0;0.001
4124;LICEO BICENTENARIO DE EXCELENCIA ARTURO PRAT CHACON;NINHUE;NUBLE;131000000133;4124_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;264;72;192;Oui;Oui;58034|72007;2;Fonctionne;Avec matrícula;75;75;63;12;0;63;0.8400;-36,397839;-72,399368;-36.39784;-72.39937;school_capacity_with_region_and_province;exact_rbd_program_code;-36.39784;-72.39937;Región de Ñuble;Itata;105.0;105.0;16.0;89.0;0
3961;LICEO POLIVALENTE TOMÁS ARNALDO HERRERA VEGA;PEMUCO;NUBLE;131000000133;3961_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Municipal DAEM;Municipal;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;250;240;10;Oui;Oui;72007;1;Fonctionne;Avec matrícula;80;80;68;12;0;57;0.7125;-36,968151;-72,100594;-36.96815;-72.10059;school_capacity_with_region_and_province;exact_rbd_program_code;-36.96815;-72.10059;Región de Ñuble;Diguillín;80.0;78.0;12.0;66.0;0
3885;COLEGIO FRANCISCO DE ASIS;PINTO;NUBLE;131000000133;3885_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Particulier subventionné;Particulier subventionné;Urbain;Avec PIE;Sans PACE;Gratuit;Gratuit;Catholique;;663;241;40;Oui;Oui;61003;1;Fonctionne;Avec matrícula;70;8;8;0;0;19;0.2714;-36,70467;-71,890251;-36.70467;-71.89025;school_capacity_with_region_and_province;exact_rbd_program_code;-36.70467;-71.89025;Región de Ñuble;Diguillín;70.0;20.0;0.0;20.0;0
3871;LICEO BICENTENARIO POLITÉCNICO JOSÉ MANUEL PINTO ARIAS;PINTO;NUBLE;131000000133;3871_131000000133;1º medio — Général H-C — Mixte — jornada completa;1º medio;Enseñanza Media H-C niños y jóvenes;Général H-C;00000;;;Completa;Mixte;Service local d'éducation;Service local d'éducation;Urbain;Avec PIE;Avec PACE;Gratuit;Gratuit;Laïque;;416;168;248;Oui;Oui;52010|63011;2;Fonctionne;Avec matrícula;105;101;85;16;0;102;0.9714;-36,70417;-71,894096;-36.70417;-71.89411;school_capacity_with_region_and_province;exact_rbd_program_code;-36.70417;-71.89411;Región de Ñuble;Diguillín;105.0;105.0;16.0;89.0;0.001
